ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0043270,positive regulation of monoatomic ion transport,41/2408,211/18888,0.00367701414965496,0.044109549461268445,0.03685093808244764,ATP1B2/CCL2/P2RX7/PLP1/KCNC1/MCHR1/NLGN3/KCNN4/ACTN2/MYLK/CALM1/FGF13/PDGFRB/HAP1/ANK3/KCNIP2/PDGFB/STC1/ABCC8/GPER1/SHANK3/P2RY1/GSTM2/ATP2B1/SCN1B/CHRM1/SCN5A/KCNJ2/SCN4B/NOS1AP/ADRA2A/CEMIP/JPH2/ANTKMT/FXYD2/GAL/GJC2/CASQ1/CXCL10/STAC3/AKAP6,41
BP,GO:0034446,substrate adhesion-dependent cell spreading,23/2408,101/18888,0.0036977467590811274,0.04427024592122127,0.03698519053725881,EFNA1/HAS2/SPRY4/AXL/MYADM/NRP1/EPHB3/KIF14/POSTN/LAMA5/SRCIN1/CSPG5/CORO1C/S100A10/EFNA5/FBLN1/CARMIL1/LAMC1/RADIL/RREB1/NTN4/MYOC/TACSTD2,23
BP,GO:0045214,sarcomere organization,14/2408,51/18888,0.003759653928187273,0.04492228079739011,0.037529927383197194,ACTN2/KRT8/FHOD3/MYBPC2/CFL2/MYH7/MYH3/CSRP3/MYOZ2/LDB3/SYNPO2L/CASQ1/TNNT3/MYPN,14
BP,GO:0031214,biomineral tissue development,36/2408,180/18888,0.003830914429407842,0.04568327602183186,0.03816569420102799,ECM1/P2RX7/PTN/BMP2/LTBP3/FBXO5/HEY2/SPP1/WNT11/COL1A1/FGFR2/SLC20A1/GPM6B/ENPP1/PKDCC/FOSL2/COL1A2/ADGRV1/MGP/TENT5A/PTHLH/VDR/ATP2B1/TFAP2A/PTK2B/FZD9/SLC8A1/IFT80/SGMS2/FBN2/ALPL/HIF1A/FGFR3/BMP6/LOX/COMP,36
BP,GO:0006858,extracellular transport,13/2408,46/18888,0.003918369577229285,0.04645077019450198,0.03880689050842941,CCDC103/STK36/CCDC40/ODAD4/ODAD3/DNAI1/DNAH1/AQP4/CFAP221/DNAAF4/CFAP45/CFAP43/RSPH4A,13
BP,GO:0007019,microtubule depolymerization,13/2408,46/18888,0.003918369577229285,0.04645077019450198,0.03880689050842941,APC2/TPX2/MAP1A/KIF2C/DIAPH3/NCKAP5/KIF18B/FGF13/KIF18A/STMN3/CKAP2/CKAP5/KIF19,13
BP,GO:0099601,regulation of neurotransmitter receptor activity,13/2408,46/18888,0.003918369577229285,0.04645077019450198,0.03880689050842941,CCL2/NLGN3/SHISA9/CACNG7/CNIH3/CNIH2/MAPK8IP2/SLC6A9/CACNG8/SHANK3/PTK2B/BEGAIN/LYNX1,13
BP,GO:0003170,heart valve development,18/2408,73/18888,0.003976842244712741,0.04692576450897433,0.03920372036241614,EFNA1/EMILIN1/SOX4/BMP2/HEY2/ADAMTS9/SMAD6/GATA3/SLIT3/TNFRSF1B/SCX/ELN/NAGLU/SNAI1/SLIT2/ROBO2/MATR3/ADAMTS5,18
BP,GO:1904062,regulation of monoatomic cation transmembrane transport,56/2408,309/18888,0.0039772974489088704,0.04692576450897433,0.03920372036241614,ATP1B2/ATP1A2/P2RX7/PLP1/KCNC1/RGS4/KCNN4/ACTN2/PDE4D/CACNB4/CALM1/FGF13/HAP1/KCNG1/DRD2/ANK3/KCNIP2/MMP9/KCNIP3/GPER1/FXYD5/GSTM2/SCN1B/PTK2B/SCN5A/KCNAB1/KCNJ2/JPH3/SLC8A1/GRIN2D/CLIC2/JPH1/SCN4B/NOS1AP/SLN/GPR35/UBASH3B/PDE4B/ADRA2A/CEMIP/JPH2/LYN/ANTKMT/FXYD2/GAL/EPO/GJC2/CASQ1/GRIN2B/FXYD7/PCSK9/CXCL10/STAC3/GRIN2C/AKAP6/KCNRG,56
BP,GO:0051653,spindle localization,16/2408,62/18888,0.00398176854965112,0.04692576450897433,0.03920372036241614,MAD2L1/CENPA/PLK1/NDC80/MYH9/ESPL1/SPAG5/SPRY1/GPSM2/SPRY2/SPDL1/NDE1/ASPM/PKHD1/TLE6/FMN2,16
BP,GO:0043523,regulation of neuron apoptotic process,46/2408,244/18888,0.004013262811134109,0.04713067319687857,0.039374909537158116,ASCL1/SLC1A1/CCL2/BTG2/DRAXIN/AXL/AGAP2/RETREG1/MAP3K12/PRODH/NPPC/MYBL2/GBE1/XRCC2/NRP1/GATA3/MYB/FAIM2/CCND1/ITGA1/KIF14/VSTM2L/TFAP2B/TMBIM4/EN1/MT3/CITED1/TGFB3/TFAP2A/NTRK2/PTK2B/CNTFR/FZD9/EPHA7/CLN3/EGLN3/NUPR1/GCH1/HIF1A/PRKCG/GRIK2/SLC25A27/FCGR2B/CHL1/PCSK9/GDNF,46
BP,GO:0000731,DNA synthesis involved in DNA repair,12/2408,41/18888,0.004014777266025122,0.04713067319687857,0.039374909537158116,DTL/RFC3/RRM1/PCNA/POLH/POLD3/HROB/POLE2/POLQ/POLD1/USP43/POLN,12
BP,GO:0043524,negative regulation of neuron apoptotic process,33/2408,162/18888,0.004073394094064613,0.04772594167686577,0.03987222139289817,SLC1A1/CCL2/BTG2/DRAXIN/AXL/AGAP2/RETREG1/MAP3K12/NPPC/GBE1/XRCC2/NRP1/FAIM2/CCND1/KIF14/VSTM2L/TFAP2B/TMBIM4/EN1/MT3/CITED1/TGFB3/NTRK2/PTK2B/CNTFR/FZD9/CLN3/HIF1A/PRKCG/GRIK2/SLC25A27/CHL1/GDNF,33
BP,GO:0046718,symbiont entry into host cell,32/2408,156/18888,0.004142917257971718,0.048446439408142146,0.04047415493355071,CIITA/CXCR4/ITGA5/CDK1/AXL/DPP4/CD74/IFITM2/LDLR/SLC1A5/NRP1/ANPEP/CXADR/EFNB3/TRIM62/IFITM3/CH25H/IFITM1/SLC7A1/EPHA2/LRRC15/NPC1/LGALS1/NCAM1/HLA-DRB1/NUP153/TNFRSF14/SIGLEC1/LY6E/F11R/CLDN1/RFPL2,32
BP,GO:0048485,sympathetic nervous system development,8/2408,22/18888,0.004203559495930356,0.048956485677531685,0.04090026863731822,ASCL1/SOX4/NRP1/GATA3/SEMA3A/TFAP2B/NRP2/GDNF,8
BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,8/2408,22/18888,0.004203559495930356,0.048956485677531685,0.04090026863731822,ATP1A2/CACNA1G/ANK3/SCN1B/SCN5A/KCNJ2/SLC8A1/SCN4B,8
BP,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,23/2408,102/18888,0.004210874389565619,0.048956485677531685,0.04090026863731822,SFRP2/ACKR3/CD74/E2F1/HIC1/AEN/BRCA2/DDIAS/CDKN1A/ATAD5/TNFRSF1B/RPS27L/BRCA1/EPHA2/TMEM109/MUC1/PHLDA3/SNAI1/MSH6/DYRK2/NUPR1/MAEL/PRKDC,23
BP,GO:0031099,regeneration,39/2408,200/18888,0.004255214814822177,0.04937685806276349,0.041251465077294346,GFAP/SULF2/NNMT/SLC7A5/RGMA/AURKA/CDK1/PTN/AXL/TYMS/ADM/EPHA4/CCNA2/SPP1/CCN3/MATN2/PCNA/CCND1/CDKN1A/POSTN/LGR6/RTN4RL1/ELAVL4/SOX15/CSPG5/INPP5F/KLF5/TNC/FZD9/PTCH1/LCP1/HOPX/OMG/CLDN1/APOD/TNR/SCARF1/NINJ2/FOLR1,39
BP,GO:0051293,establishment of spindle localization,15/2408,57/18888,0.004275228136174864,0.0495138705828774,0.04136593099129492,MAD2L1/CENPA/PLK1/NDC80/MYH9/ESPL1/SPAG5/SPRY1/GPSM2/SPRY2/SPDL1/NDE1/PKHD1/TLE6/FMN2,15
CC,GO:0062023,collagen-containing extracellular matrix,126/2562,428/19894,5.262192908577473e-20,3.4362119693010895e-17,2.6421747551488994e-17,AGT/SDC3/NCAN/CSPG4/MFAP4/ECM1/BCAN/SERPINE1/ITGB4/A2M/EFEMP1/THSD4/SFRP2/L1CAM/HSP90B1/PRELP/FBLN5/INHBE/SPON1/EMILIN1/COL20A1/COL8A1/NPNT/LEFTY2/LAMB3/NDP/CTSF/COL3A1/EMILIN2/GDF15/ADAM19/SRPX/SLPI/LTBP3/TNN/NTN1/CCN3/COL1A1/LTBP1/FGFR2/ADAMTS9/COL16A1/MATN2/MST1/AGRN/ANGPTL4/AZGP1/ADAMTS15/APOE/SERPINF1/FBLN2/MATN3/FMOD/COL1A2/TIMP3/ZP1/POSTN/ADAMTS10/LTBP2/THBS2/NID1/MMP9/MGP/ANXA11/LAMA5/CDH13/SHH/THBS4/PDGFB/F3/PCSK6/SMOC1/ADAMTS3/CHADL/ENTPD2/LOXL2/LRRC15/S100A10/MMP23B/PZP/TNC/BCAM/EFNA5/TGFB3/CTSD/APLP1/LGALS1/LUM/NCAM1/AEBP1/FBLN1/SEMA7A/COL9A1/EFEMP2/LOXL3/ELN/BGN/COL26A1/LMAN1/MATN4/CBLN4/FBN2/COL21A1/A1BG/COL28A1/LAMC1/CILP/ACTA2/COLQ/SERPINA5/NTN4/ACAN/S100A8/SERPINF2/TNR/MYOC/HPX/COL9A2/ANGPTL1/MMRN1/COL23A1/IGFBPL1/ADAMTS5/LAMC3/LOX/COMP,126
CC,GO:0000775,"chromosome, centromeric region",77/2562,257/19894,3.5493411055345346e-13,1.1588598709570255e-10,8.910714249157752e-11,HJURP/AURKA/TOP2A/CENPU/ERCC6L/MAD2L1/SKA1/KIF2C/SGO2/CDCA8/CENPA/CCNB1/PLK1/DSN1/ZWINT/BUB1/DSCC1/NUF2/SKA3/CDCA5/CENPE/NCAPG/CENPH/CDT1/NDC80/TTK/CENPN/SGO1/ESCO2/NEK2/AURKB/CENPI/SMC4/SPAG5/CENPK/BIRC5/KNL1/MIS18A/NCAPD2/HELLS/SEPTIN6/SMARCE1/DYNLT3/KNSTRN/SUV39H2/BUB1B/KIF18A/CENPO/CENPF/SUV39H1/CENPW/NUP160/ACTL6A/INCENP/OIP5/ZWILCH/CDC20/SPDL1/NCAPD3/CENPL/MTCL1/SPC24/NDE1/RASSF2/SPC25/H4C8/UHRF2/FIRRM/AHCTF1/SNAI1/KNTC1/CKAP5/PKHD1/H2AC8/H4C9/CHMP4A/REC8,77
CC,GO:0000779,"condensed chromosome, centromeric region",60/2562,181/19894,1.2503707129525634e-12,2.7216402518600796e-10,2.0927257195732376e-10,HJURP/AURKA/CENPU/ERCC6L/MAD2L1/SKA1/KIF2C/SGO2/CENPA/CCNB1/PLK1/DSN1/ZWINT/BUB1/NUF2/SKA3/CENPE/NCAPG/CENPH/CDT1/NDC80/TTK/CENPN/SGO1/NEK2/AURKB/CENPI/SPAG5/CENPK/BIRC5/KNL1/NCAPD2/SEPTIN6/SMARCE1/DYNLT3/KNSTRN/BUB1B/KIF18A/CENPO/CENPF/CENPW/NUP160/ACTL6A/INCENP/ZWILCH/CDC20/SPDL1/NCAPD3/CENPL/MTCL1/SPC24/NDE1/RASSF2/SPC25/FIRRM/AHCTF1/KNTC1/CKAP5/CHMP4A/REC8,60
CC,GO:0000793,condensed chromosome,80/2562,281/19894,2.3968859385690582e-12,3.9129162947139873e-10,3.008722612361686e-10,HJURP/AURKA/TOP2A/CENPU/ERCC6L/MAD2L1/SKA1/KIF2C/CDK2/SGO2/CENPA/CCNB1/PLK1/DSN1/ZWINT/BUB1/NUF2/SKA3/FANCD2/RAD51/CENPE/NCAPH/NCAPG/CENPH/CDT1/NDC80/TTK/CENPN/SGO1/RCC1/MKI67/NEK2/BRCA2/AURKB/CENPI/HMGB2/SMC4/SPAG5/NCAPG2/CENPK/PSMC3IP/BIRC5/BLM/KNL1/HSPA2/NCAPD2/CHEK1/SEPTIN6/SMARCE1/DYNLT3/KNSTRN/BUB1B/KIF18A/CENPO/BRCA1/CENPF/SUV39H1/CENPW/NUP160/ACTL6A/INCENP/ZWILCH/CDC20/TUBG1/SPDL1/NCAPD3/CENPL/MTCL1/SPC24/NDE1/RASSF2/SPC25/FIRRM/AHCTF1/KNTC1/CKAP5/C14orf39/CHMP4A/REC8/SYCP2,80
CC,GO:0000776,kinetochore,56/2562,170/19894,9.273239454923931e-12,1.2110850728130654e-9,9.312284673681506e-10,HJURP/AURKA/CENPU/ERCC6L/MAD2L1/SKA1/KIF2C/SGO2/CCNB1/PLK1/DSN1/ZWINT/BUB1/NUF2/SKA3/CENPE/CENPH/CDT1/NDC80/TTK/CENPN/SGO1/NEK2/AURKB/CENPI/SPAG5/CENPK/BIRC5/KNL1/SEPTIN6/SMARCE1/DYNLT3/KNSTRN/BUB1B/KIF18A/CENPO/CENPF/CENPW/NUP160/ACTL6A/INCENP/ZWILCH/CDC20/SPDL1/CENPL/MTCL1/SPC24/NDE1/RASSF2/SPC25/FIRRM/AHCTF1/KNTC1/CKAP5/CHMP4A/REC8,56
CC,GO:0005819,spindle,106/2562,433/19894,2.401551039901631e-11,2.613688048426275e-9,2.0097190281282073e-9,AURKA/SHCBP1/FAM83D/TPX2/UHRF1/CDK1/KIF20B/MAD2L1/SKA1/KIF2C/DIAPH3/HASPIN/KIFC1/CDCA8/CCNB1/PLK1/DSN1/WDR62/SKA3/MZT1/CENPE/KIF18B/HMMR/MYH9/TTK/SGO1/CKAP2L/RACGAP1/CALM1/ESPL1/MAP9/FBXO5/NEK2/CDC6/AURKB/TUBB/TUBB6/HAUS6/SPAG5/DLGAP5/KIF23/PRC1/KIF4A/KIF20A/AUNIP/BIRC5/KIF14/KIF15/HSPA2/GPSM2/KIF11/STX1B/POC1A/SEPTIN6/ODF2/ANXA11/DYNLT3/TACC3/KNSTRN/BORA/BUB1B/KIF18A/RASSF10/CENPF/DCDC2/CEP85/ECT2/CRMP1/INCENP/POC1B/HAUS8/CCDC57/CDC7/ZWILCH/CDC20/TUBG1/MAPRE3/SPAG8/SPDL1/CEP128/MTCL1/TUBB4B/TPPP/NDE1/PKP4/BBLN/ASPM/GEM/FIRRM/CKAP2/KNTC1/CEP44/CKAP5/PKHD1/TMEM9/CEP162/FAM110A/TUBGCP3/PHLPP2/ALPK1/HEPACAM2/RMDN2/CHMP4A/RAB11FIP4/FMN2/MAPK15,106
CC,GO:0098687,chromosomal region,98/2562,402/19894,1.7430491502429588e-10,1.6260158501552175e-8,1.2502773603998365e-8,HJURP/AURKA/ORC1/CDK1/TOP2A/CENPU/MCM4/ERCC6L/MAD2L1/SKA1/KIF2C/CDK2/SGO2/CDCA8/CENPA/CCNB1/PLK1/DSN1/ZWINT/BUB1/MCM3/DSCC1/NUF2/SKA3/RAD51/CDCA5/CENPE/NCAPG/CENPH/CDT1/NDC80/TTK/CENPN/SGO1/MCM6/ESCO2/FEN1/MCM2/NEK2/BRCA2/AURKB/CENPI/SMC4/SPAG5/CENPK/MCM5/PCNA/XRCC3/BIRC5/RAD51AP1/BLM/KNL1/MIS18A/NCAPD2/HELLS/CHEK1/SEPTIN6/SMARCE1/DCLRE1B/DYNLT3/KNSTRN/SUV39H2/BUB1B/KIF18A/CENPO/CENPF/SUV39H1/CENPW/NUP160/ACTL6A/INCENP/OIP5/ZWILCH/CDC20/POLD1/NABP1/DNA2/SPDL1/NCAPD3/CENPL/MTCL1/SPC24/NDE1/RASSF2/SPC25/H4C8/UHRF2/FIRRM/AHCTF1/SNAI1/KNTC1/CKAP5/PKHD1/PRKDC/H2AC8/H4C9/CHMP4A/REC8,98
CC,GO:0045211,postsynaptic membrane,74/2562,276/19894,3.3651887743885233e-10,2.5459371125361378e-8,1.9576239262992467e-8,ITGA3/LRRC4B/ITGA5/KCNC1/NLGN3/ADCY1/LRRC4/ACTN2/GRIA1/GRIK3/TENM2/EPHA4/SHISA9/NRP1/CHRNA9/GABRQ/CACNG7/PCDH17/KCND3/CNIH3/FAIM2/CLSTN3/EFNB3/DRD2/KCNMA1/SLITRK3/ANK3/CNIH2/GABBR2/SLC6A9/CACNG8/CSPG5/SLITRK1/GLRA2/GRIA3/FBXO45/SHANK3/P2RY1/SHC4/KCNC4/DGKB/IGSF9B/LRRTM2/GABRA3/CHRNA5/GABRE/GRID2IP/CHRM1/KCNJ2/GRIK4/NRP2/RPH3A/LHFPL4/NRCAM/GRIN2D/FBXO2/CHRNB2/P2RX6/TRPV1/LIN7A/SORCS2/ADRA2A/KCNA1/SYNE1/GRIP2/GRIK2/PCDHB13/CHRNE/GRIA2/GRIN2B/SCN8A/GPR158/CHRM5/GRIN2C,74
CC,GO:0000940,outer kinetochore,15/2562,20/19894,3.5089485471401593e-10,2.5459371125361378e-8,1.9576239262992467e-8,SKA1/CCNB1/PLK1/DSN1/ZWINT/BUB1/NUF2/SKA3/NDC80/KNL1/BUB1B/CENPF/SPDL1/SPC24/SPC25,15
CC,GO:0097060,synaptic membrane,96/2562,397/19894,4.2580045770707483e-10,2.7804769888271986e-8,2.1379665086976284e-8,FOSL1/ITGA3/LRRC4B/ITGA5/KCNC1/GPM6A/NLGN3/ADCY1/LRRC4/CRYAB/ACTN2/GRIA1/GRIK3/TENM2/EPHA4/SHISA9/NRXN2/NRP1/CHRNA9/GABRQ/CACNG7/PCDH17/KCND3/CNIH3/FAIM2/CLSTN3/EFNB3/DRD2/EFNB1/KCNMA1/SLITRK3/ANK3/CNIH2/NTNG2/STX3/CNR1/GABBR2/SLC6A9/CACNG8/SYP/CSPG5/SLITRK1/HIP1R/GLRA2/GRIA3/GPER1/FBXO45/KCNJ9/SHANK3/P2RY1/SHC4/ATP2B1/KCNJ11/KCNC4/DGKB/IGSF9B/LRRTM2/GABRA3/CHRNA5/GABRE/GRID2IP/CHRM1/KCNJ2/GRIK4/NRP2/RPH3A/LHFPL4/NRCAM/GRIN2D/FBXO2/CHRNB2/P2RX6/TMEM240/TRPV1/SNCAIP/LIN7A/PICK1/SORCS2/NTNG1/PRKCG/LPAR2/ADRA2A/KCNA1/SYNE1/GRIP2/GRIK2/PCDHB13/DGKI/CHRNE/GRIA2/GRIN2B/OTOF/SCN8A/GPR158/CHRM5/GRIN2C,96
CC,GO:0098978,glutamatergic synapse,98/2562,409/19894,4.766305346563367e-10,2.829452173914435e-8,2.1756245457518906e-8,ITGA3/BCAN/C1QL1/NPTXR/LRRC4B/ITGA5/GPM6A/AURKA/NLGN3/ABTB3/ADCY1/LRRC4/EPHB1/ACTN2/GRIA1/GRIK3/ARF6/ABLIM3/EPHA4/CACNB4/SHISA9/NRXN2/ARHGAP22/NRP1/NPTX1/CACNG7/SPTB/PCDH17/SEMA3A/ACTN1/CLSTN3/EFNB3/APOE/DRD2/EFNB1/DBNL/NTNG2/STX3/CNR1/CALB1/LAMA5/ITPKA/ELAVL4/SRCIN1/SEPTIN11/CADPS/CSPG5/SLITRK1/HIP1R/UBE3A/PAK3/MAP1LC3A/DRP2/FBXO45/P2RY1/ATP2B1/KCNJ11/TNIK/FILIP1/PLAT/LRRTM2/PTK2B/GRID2IP/CHRM1/KCNJ2/FZD9/NRP2/OPHN1/NRCAM/EPHA7/GRIN2D/FBXO2/P2RX6/NOS1AP/FAM81A/IL1RAP/VGF/CALY/APPL1/CDH1/PLXNC1/NTNG1/RAB17/LPAR2/ADRA2A/SLITRK4/LYN/ADGRA1/CAMKV/KCNA1/GRIP2/GRIK2/TANC1/TNR/PRKAR2B/SCN8A/GRIN2C/C1QL2,98
CC,GO:0005874,microtubule,107/2562,468/19894,1.336472962869415e-9,7.272640372947734e-8,5.592084239374658e-8,APC2/NDRG1/AKNA/KIF26B/DCX/AURKA/TPX2/CDK1/MAP1A/KIF20B/PBXIP1/SKA1/KIF2C/CLIP3/KIFC1/PLK1/MAP6/NCKAP5/SKA3/CENPE/GTSE1/KIF18B/RACGAP1/CALM1/MAP9/SHROOM2/NEK2/FGF13/AURKB/TUBB/TUBB6/HAUS6/SPAG5/KIF23/PRC1/KIF4A/KIF20A/RASSF3/ARHGAP4/SYBU/ARHGAP18/SPACA9/BIRC5/EFHB/KIF14/REEP2/KIF15/CCT5/KIF11/GRAMD2B/ODF2/RASSF5/KIF4B/DYNLT3/KNSTRN/TPPP3/KIF18A/SNPH/HID1/DCDC2/MT3/INCENP/HAUS8/SPRY2/CCDC57/MAP1LC3A/MTCL2/TTLL9/ZWILCH/TUBG1/MAPRE3/SPAG8/CENPJ/TEKT2/MTCL1/GAS2L3/SVIL/TUBB4B/TPPP/NDE1/CASP1/BBLN/ASPM/CKAP2/KNTC1/CKAP5/ENKUR/SHROOM3/SAXO2/MEFV/CEP162/FAM110A/TUBGCP3/DNAI1/PACRG/DNAH1/RADIL/IQGAP1/CFAP52/MACF1/CIMAP1D/TRIM55/RMDN2/CFAP45/CHMP4A/KIF19/DYNC2H1,107
CC,GO:0034702,monoatomic ion channel complex,81/2562,344/19894,3.442353755985553e-8,1.7291207712758201e-6,1.3295568757936103e-6,KCNF1/TTYH2/KCNC1/KCNN4/CACNA1G/KCNK10/TTYH1/GRIA1/GRIK3/PDE4D/CACNB4/SHISA9/CALM1/KCNJ10/CHRNA9/GABRQ/CACNG7/KCND3/CNIH3/KCNG1/CLDN4/KCNMA1/CNIH2/KCNS3/CNGA3/HSPA2/KCNIP2/CACNG8/KCNIP3/BEST3/ABCC8/GLRA2/GRIA3/CACNA1E/MCU/CLCN7/KCNJ9/TMEM109/KCNH3/KCNJ11/KCNC4/CLIC1/SCN1B/GABRA3/CHRNA5/PTK2B/GABRE/SCN5A/KCNAB1/KCNJ2/GRIK4/TMEM37/SLC5A3/KCNH8/GRIN2D/CLIC2/SCN1A/LRRC8B/CHRNB2/SCN4B/KCNMB2/PDE4B/KCNK13/KCNMB4/SCNN1D/KCNK2/LRRC8C/KCNA1/GRIK2/HVCN1/CATSPERE/CHRNE/GRIA2/GRIN2B/SCN8A/KCNJ16/STAC3/GRIN2C/CHRFAM7A/CACNA1I/AKAP6,81
CC,GO:0051233,spindle midzone,18/2562,37/19894,1.377809809542149e-7,6.426498611650167e-6,4.941468264297782e-6,AURKA/KIF20B/CDCA8/PLK1/CENPE/KIF18B/RACGAP1/MAP9/CDC6/AURKB/PRC1/KIF14/KIF18A/INCENP/MAPRE3/PKP4/GEM/FIRRM,18
CC,GO:0045178,basal part of cell,72/2562,305/19894,1.7559292692873015e-7,7.644145418964053e-6,5.877742185614336e-6,MLC1/ITGA3/MET/ITGB4/SLC7A5/AURKA/NOD2/PHLDB1/SLCO4A1/SLC43A2/SLC40A1/SLC2A1/CD34/SLC38A3/CA9/LDLR/SLC1A5/ABCA1/KCNJ10/SLC16A6/SLC29A1/ENPP1/ABCC3/ATP1A1/MSN/PIANP/CXADR/ITGA1/CLDN4/ANK3/CA11/SLC26A11/TGFA/TF/SLC6A9/PDGFB/NDRG4/SLC38A1/SLC7A1/SLC14A1/ITGA9/SLC4A7/P2RY1/SLC16A10/ATP2B1/PHLDB2/SLCO5A1/OSCP1/MTTP/AQP1/CLDN11/SLC43A3/SLC39A8/SLC5A3/CEACAM1/CADM1/SHROOM4/SLC7A7/LIN7A/RAB17/MUC20/ADRA2A/IQGAP1/ABCC6/AQP4/CLDN1/C5AR1/AQP3/TACSTD2/OTOF/KCNJ16/FOLR1,72
CC,GO:0009925,basal plasma membrane,68/2562,286/19894,2.8774287901079445e-7,1.1743506249628048e-5,9.029825874220326e-6,MLC1/ITGA3/MET/ITGB4/SLC7A5/AURKA/NOD2/SLCO4A1/SLC43A2/SLC40A1/SLC2A1/CD34/SLC38A3/CA9/LDLR/SLC1A5/ABCA1/KCNJ10/SLC16A6/SLC29A1/ENPP1/ABCC3/ATP1A1/MSN/PIANP/CXADR/CLDN4/ANK3/CA11/SLC26A11/TGFA/TF/SLC6A9/PDGFB/NDRG4/SLC38A1/SLC7A1/SLC14A1/ITGA9/SLC4A7/P2RY1/SLC16A10/ATP2B1/SLCO5A1/OSCP1/MTTP/AQP1/SLC43A3/SLC39A8/SLC5A3/CEACAM1/CADM1/SHROOM4/SLC7A7/LIN7A/RAB17/MUC20/ADRA2A/IQGAP1/ABCC6/AQP4/CLDN1/C5AR1/AQP3/TACSTD2/OTOF/KCNJ16/FOLR1,68
CC,GO:0072686,mitotic spindle,49/2562,184/19894,3.874512084851378e-7,1.4882684655340882e-5,1.1443605352780849e-5,AURKA/FAM83D/TPX2/CDK1/KIF20B/MAD2L1/SKA1/KIFC1/PLK1/WDR62/SKA3/CENPE/KIF18B/CKAP2L/RACGAP1/ESPL1/MAP9/CDC6/AURKB/TUBB/TUBB6/HAUS6/SPAG5/DLGAP5/KIF23/PRC1/GPSM2/KIF11/DYNLT3/TACC3/KNSTRN/KIF18A/DCDC2/ECT2/HAUS8/CDC7/TUBG1/MAPRE3/TUBB4B/TPPP/PKP4/ASPM/GEM/CKAP2/PKHD1/TMEM9/PHLPP2/HEPACAM2/RMDN2,49
CC,GO:0071162,CMG complex,9/2562,11/19894,4.1416367912474837e-7,1.5024937914914483e-5,1.155298683874298e-5,MCM4/CDC45/MCM3/GINS1/MCM6/MCM2/GINS4/MCM5/GINS2,9
CC,GO:0005876,spindle microtubule,28/2562,82/19894,6.030643234681365e-7,2.0726368590773325e-5,1.5936935307163497e-5,AURKA/CDK1/SKA1/PLK1/SKA3/CENPE/KIF18B/CALM1/MAP9/AURKB/HAUS6/PRC1/KIF4A/KIF11/DYNLT3/KIF18A/HAUS8/CCDC57/ZWILCH/TUBG1/MAPRE3/MTCL1/BBLN/KNTC1/FAM110A/TUBGCP3/RMDN2/CHMP4A,28
CC,GO:0000922,spindle pole,47/2562,177/19894,7.259349638718269e-7,2.3701776570415146e-5,1.822478830351902e-5,AURKA/FAM83D/TPX2/KIF20B/MAD2L1/DIAPH3/CCNB1/PLK1/DSN1/WDR62/SGO1/CKAP2L/CALM1/NEK2/CDC6/AURKB/SPAG5/DLGAP5/PRC1/AUNIP/GPSM2/KIF11/POC1A/ODF2/TACC3/KNSTRN/RASSF10/CENPF/CEP85/POC1B/HAUS8/CDC20/TUBG1/SPDL1/CEP128/MTCL1/NDE1/PKP4/ASPM/CKAP2/KNTC1/CEP44/CKAP5/FAM110A/TUBGCP3/ALPK1/RMDN2,47
CC,GO:0032279,asymmetric synapse,74/2562,329/19894,8.836840883628228e-7,2.6407136494358906e-5,2.0304995740806318e-5,SLC1A1/C1QL1/LRRC4B/AURKA/NLGN3/ADCY1/LRRC4/DCLK1/ACTN2/GRIA1/GRIK3/EPHA4/CTNND2/SHISA9/CACNG7/ATP1A1/CLSTN3/EFNB3/DBNL/SLITRK3/CNIH2/SH2D5/MAPK8IP2/SLC6A9/SRCIN1/CACNG8/INSYN1/ADGRB1/TMEM108/SLITRK1/HIP1R/GRIA3/GPER1/PAK3/DRP2/FBXO45/SHANK3/P2RY1/TNIK/IGSF9B/LRRTM2/NTRK2/PTK2B/GRID2IP/CHRM1/PKP4/GRIK4/SLC8A1/ADD2/NRCAM/GRIN2D/FAM81A/SPOCK1/PDE4B/INSYN2A/CADM1/LIN7A/ANKS1B/PLXNC1/PICK1/SORCS2/PRKCG/ADRA2A/ADGRA1/GRIP2/GRIK2/DGKI/TANC1/GRIA2/GRIN2B/INSYN2B/SCN8A/GRIN2C/C1QL2,74
CC,GO:0030496,midbody,52/2562,205/19894,8.896738175741131e-7,2.6407136494358906e-5,2.0304995740806318e-5,APC2/HSP90B1/AURKA/SHCBP1/CDK1/KIF20B/AGAP2/CDCA8/PLK1/SLC2A1/ARF6/CENPE/RACGAP1/CEP55/NEK2/AURKB/ANLN/GNL3/SPAG5/KIF23/PRC1/KIF4A/KIF20A/BIRC5/KIF14/SEPTIN6/ANXA11/STK17B/CENPF/ECT2/CRMP1/INCENP/MTCL2/MAPRE3/FAM50B/MTCL1/TACC1/SVIL/PKP4/ASPM/GEM/FIRRM/PTCH1/CEP44/URB2/IQGAP1/SYNE1/RASGEF1B/HEPACAM2/CHMP4A/RAB11FIP4/IL16,52
